10,19,204,13
12,7,199,7
14,5,117,4
36,202,194,4
9,80,119,7
8,159,120,2
7,76,147,2
8,109,192,3
7,218,186,2
11,246,167,8
10,4,90,8
9,10,110,25
8,68,134,5
10,9,87,2
12,109,100,4
9,178,176,7
8,106,162,2
12,106,189,2
10,0,32,5
11,1,167,8
8,1,142,17
8,5,33,6
15,82,146,2
12,0,76,2
8,8,172,4
9,55,156,3
24,4,58,6
10,74,180,3
57,114,171,3
12,6,117,49
9,7,193,32
13,48,97,3
8,13,55,7
24,4,133,8
37,615,273,12
9,5,129,15
7,49,221,15
17,57,199,4
12,5,60,7
21,5,51,2
13,5,99,11
9,42,193,3
9,104,108,7
165,97,108,5
21,4,50,42
7,23,124,2
12,90,191,3
10,9,66,3
17,109,117,8
7,4,38,6
11,152,159,2
8,7,22,4
9,197,158,10
33,11,138,5
7,6,44,2
8,200,109,4
9,16,151,5
8,10,46,1
11,0,129,7
8,5,52,3
11,164,184,2
13,37,192,3
13,0,28,6
9,159,193,5
12,228,93,3
7,77,127,5
52,414,269,5
9,178,184,4
13,111,112,4
15,89,178,2
8,112,188,7
7,38,116,40
37,993,120,4
7,10,226,14
10,98,125,15
8,12,114,27
34,365,181,12
57,209,187,8
37,923,185,4
14,5,145,2
12,126,199,3
8,8,113,2
100,341,115,38
9,102,162,7
12,10,126,5
10,103,192,5
14,0,30,5
8,10,88,2
7,111,171,17
9,136,175,7
9,2,82,11
7,0,110,3
12,109,185,6
12,1,65,7
7,121,176,6
8,96,193,2
8,43,258,7
7,14,249,44
8,5,76,2
10,3,124,8
14,4,139,11
15,10,222,16
7,46,174,3
11,8,188,3
8,18,95,3
9,52,195,3
21,116,102,3
14,3,69,5
7,196,59,43
9,0,105,4
18,105,162,3
8,1,62,8
9,179,90,3
8,7,124,3
11,282,210,3
14,153,87,2
10,11,200,3
13,6,87,3
7,128,202,5
12,7,75,2
15,157,194,16
9,2,71,3
57,122,160,6
36,489,169,3
12,4,148,2
20,217,105,4
149,6,35,5
13,1,70,2
8,65,172,2
10,176,209,3
11,16,151,2
34,367,226,4
9,414,97,2
8,37,112,3
8,1,22,8
8,5,47,13
11,339,185,2
9,71,172,5
8,132,121,8
8,8,68,7
57,215,177,8
8,61,143,1
23,5,165,9
11,8,141,5
7,8,171,4
8,77,205,2
10,0,51,9
15,9,164,6
7,6,253,2
57,2,186,3
52,412,177,5
11,0,222,9
7,12,203,6
36,259,130,4
17,35,261,3
15,6,82,33
11,168,186,2
8,68,126,8
33,3,49,20
9,11,196,2
13,7,115,6
8,13,99,12
8,5,163,3
10,34,181,7
8,112,194,5
8,3,178,2
9,8,106,6
14,8,190,6
17,0,204,9
11,8,112,7
9,159,93,3
8,0,237,60
7,517,181,6
7,6,138,12
23,38,116,2
9,92,198,25
13,8,109,4
10,188,102,5
7,46,189,66
100,304,278,7
36,280,267,13
7,12,88,5
9,173,176,22
8,8,95,8
24,74,242,6
9,451,152,4
24,7,228,6
10,0,38,14
8,8,101,6
11,153,160,4
9,4,106,2
9,164,192,3
12,8,103,4
12,3,26,15
14,56,227,3
11,172,39,21
12,4,199,8
11,212,144,9
21,106,100,12
57,215,158,4
7,6,151,12
18,108,184,9
12,4,42,20
11,202,150,4
8,7,175,3
11,6,54,4
8,8,200,3
10,190,126,48
52,414,202,56
12,5,219,3
8,5,65,10
11,13,52,15
8,18,214,3
12,183,196,9
9,0,216,6
9,4,63,9
8,6,70,4
8,40,187,8
8,11,86,6
7,9,76,2
21,20,41,3
9,9,135,7
8,111,207,34
15,198,181,2
20,307,128,6
14,3,91,52
14,149,170,6
12,7,204,3
165,97,43,32
57,120,22,26
13,9,71,2
8,71,157,63
8,1,66,4
7,10,158,3
8,5,72,6
8,5,46,15
10,2,66,7
53,99,162,17
10,160,165,17
10,9,202,27
11,83,141,4
12,10,96,6
8,5,75,5
9,7,126,28
12,3,79,2
15,8,138,3
10,8,104,8
9,12,99,3
165,97,57,5
161,106,180,4
12,8,137,6
14,5,43,10
8,85,132,4
34,361,216,3
9,6,157,2
7,13,109,3
9,3,133,56
8,128,105,3
9,1,98,7
9,20,129,8
37,1120,171,5
8,18,225,9
12,56,153,2
10,0,67,4
13,93,132,6
13,2,102,7
10,10,66,9
11,10,227,4
8,42,166,5
11,8,143,9
17,5,94,2
7,52,76,10
9,170,99,3
12,9,51,3
9,7,156,4
10,10,154,4
7,7,143,5
37,615,182,3
8,4,38,12
9,90,120,50
9,16,91,35
11,13,143,3
10,135,196,8
9,2,76,7
7,81,174,2
13,8,210,4
9,8,253,3
8,4,32,5
11,7,57,20
12,137,244,8
8,4,65,3
13,0,56,3
8,3,61,5
100,414,177,2
8,71,81,2
10,7,54,7
9,6,147,7
11,9,150,3
16,110,204,4
37,635,117,36
9,9,151,3
15,6,32,14
12,7,83,2
12,10,102,3
12,1,129,9
8,119,161,21
11,8,79,3
10,11,178,3
8,108,144,2
8,143,164,5
15,21,125,8
7,11,102,47
8,2,204,9
14,8,190,4
52,408,55,40
14,132,167,2
37,899,156,6
7,6,112,4
33,147,263,3
14,3,137,2
15,2,73,8
15,2,152,2
8,49,75,6
22,51,202,4
12,6,46,5
9,186,161,7
23,68,174,63
12,11,168,11
9,117,178,7
57,11,97,3
52,374,113,3
8,0,228,2
53,0,63,11
7,0,102,4
11,341,140,7
8,127,179,11
9,338,213,5
11,14,197,9
8,8,204,5
9,189,143,9
9,137,207,52
16,98,125,8
100,515,209,47
18,3,180,10
8,0,57,25
23,48,202,3
12,217,176,3
34,345,158,6
34,342,209,5
52,408,98,3
99,12,76,15
100,348,154,7
11,134,190,5
8,67,164,3
10,118,123,6
8,0,128,8
23,4,97,50
11,154,178,3
22,17,149,7
7,10,116,8
7,9,80,3
8,4,64,4
8,71,191,2
9,7,111,6
8,106,181,6
8,8,69,5
13,13,133,8
11,15,95,2
9,133,186,3
10,7,69,4
8,5,62,3
7,275,80,2
11,284,227,3
9,133,182,2
7,6,124,23
14,5,123,3
21,18,153,3
9,19,100,29
12,5,97,10
8,177,172,5
8,65,150,11
8,13,66,2
12,1,29,8
38,455,106,9
20,325,185,4
17,18,130,5
7,271,94,2
8,67,150,3
9,4,117,3
7,7,64,4
52,402,182,12
7,14,196,4
22,69,271,14
20,209,187,3
14,4,135,2
8,93,165,3
8,33,189,4
9,4,50,6
8,100,158,3
12,43,177,2
10,9,90,6
15,9,67,2
8,3,152,14
9,128,146,7
8,6,120,11
12,3,45,16
12,7,145,3
7,6,243,3
14,2,58,2
36,283,180,9
12,175,102,3
9,16,126,13
8,8,78,3
7,89,163,12
12,4,163,2
9,7,26,7
9,108,255,3
7,68,222,2
11,1,155,2
7,7,106,2
165,96,87,7
7,7,61,5
8,1,251,6
8,3,52,3
14,8,91,5
10,9,75,4
10,5,186,6
7,53,95,3
11,339,203,15
7,10,118,2
9,12,55,19
20,259,179,4
17,7,69,10
22,149,210,4
7,170,166,7
57,180,210,3
8,166,124,5
8,10,92,1
9,113,209,18
7,7,165,5
8,9,99,9
11,153,163,7
7,5,40,20
11,251,95,11
52,302,102,21
22,18,183,10
8,148,191,4
13,2,130,2
11,0,68,2
23,6,69,6
11,130,149,39
22,15,201,7
9,105,154,4
7,512,156,2
13,53,111,20
8,7,57,22
8,9,89,5
10,4,42,3
13,13,137,3
8,29,205,2
10,20,184,17
8,5,74,3
12,10,134,5
12,110,134,8
9,176,132,3
7,12,146,2
13,8,45,8
8,101,257,5
12,11,199,23
14,8,149,2
100,410,182,2
13,13,123,4
9,6,130,15
52,87,213,6
37,1097,104,8
8,37,91,4
20,344,173,2
8,15,122,5
38,76,200,3
8,6,46,7
11,8,75,4
8,136,83,7
15,91,107,8
14,5,48,4
37,696,181,13
7,124,87,5
12,3,49,9
12,116,188,3
10,6,50,8
13,12,206,4
12,263,135,2
14,3,75,21
8,72,90,10
11,9,127,15
24,7,210,2
13,61,124,7
8,1,154,13
12,90,177,49
11,112,212,3
7,7,37,12
8,8,124,8
22,168,206,2
17,3,44,2
11,107,57,2
52,395,78,11
11,10,200,5
8,13,51,2
10,26,153,34
8,0,177,5
10,6,175,5
57,120,83,5
10,78,158,4
11,11,147,3
8,57,157,20
10,0,110,4
11,142,173,26
12,5,101,59
165,190,146,8
7,0,61,7
7,7,161,2
8,9,93,5
8,2,14,4
8,112,165,4
10,9,143,3
11,237,88,7
8,175,121,2
9,11,173,5
38,168,285,10
7,85,171,6
165,96,153,5
8,10,123,2
9,9,142,5
21,3,39,2
9,7,73,8
9,0,162,2
8,1,74,4
33,139,115,5
34,361,223,5
11,130,189,8
9,0,45,21
8,6,89,30
8,5,125,3
10,4,32,6
37,1106,166,7
10,8,164,5
9,13,108,4
12,6,59,4
14,6,45,2
14,5,74,18
8,5,181,9
8,54,196,5
17,18,187,8
24,4,51,6
8,4,43,9
8,7,186,3
37,1022,208,9
11,10,120,5
8,0,76,23
57,2,90,4
9,108,157,7
10,0,171,3
37,499,184,6
37,615,169,11
11,8,77,2
7,0,86,5
12,11,119,5
8,168,116,46
12,4,81,11
9,129,101,8
37,812,207,7
165,96,159,48
22,13,63,7
13,0,72,5
8,21,107,3
8,4,56,3
12,91,161,3
12,7,45,8
18,4,96,6
53,231,69,4
24,7,189,3
52,317,166,5
14,5,42,4
10,0,85,3
15,158,114,3
8,99,129,12
8,73,162,5
8,8,55,10
165,189,113,5
8,86,189,3
9,188,222,3
12,4,180,5
9,69,150,3
8,3,43,5
15,7,251,4
10,91,206,3
149,111,154,4
13,119,157,5
7,0,57,4
10,0,159,3
37,581,132,2
7,8,217,5
15,9,149,4
20,206,98,10
17,22,212,4
8,18,128,19
8,4,75,6
7,100,199,3
8,3,37,6
8,9,111,3
53,43,248,10
52,518,101,48
11,10,208,6
7,196,121,3
11,202,138,6
9,173,136,4
9,52,126,6
12,82,157,8
21,0,211,3
8,8,103,4
8,15,159,3
12,268,150,2
9,125,278,6
7,192,114,57
37,993,127,3
12,1,63,7
17,58,216,2
10,5,166,19
9,309,198,3
12,252,122,5
8,1,30,4
7,3,95,2
10,0,116,3
9,2,143,10
12,1,102,5
8,9,182,9
8,8,146,5
9,72,144,13
8,6,134,6
9,6,167,2
12,132,183,15
8,5,155,2
9,209,239,44
7,124,106,2
10,77,251,7
8,3,44,9
16,98,141,65
8,169,180,2
8,229,111,5
12,0,66,7
12,79,195,13
36,471,92,5
10,8,257,10
12,9,46,4
57,122,244,5
12,6,42,2
11,9,175,54
15,2,38,7
9,80,167,73
7,6,131,60
9,7,50,9
9,7,123,2
10,3,93,17
14,123,195,3
100,515,254,6
34,461,199,4
9,0,80,2
8,101,220,8
10,4,51,3
9,108,147,5
9,2,223,3
8,3,218,3
7,6,100,3
10,6,67,19
8,18,142,49
20,231,197,3
17,5,129,4
12,260,156,9
13,13,160,44
12,11,117,5
13,61,149,2
53,0,86,3
7,7,50,2
8,3,36,17
8,169,158,7
11,3,70,7
22,44,191,6
8,10,134,4
9,238,77,72
9,7,213,3
7,5,66,4
8,3,82,3
9,1,139,3
7,71,197,13
57,2,179,4
21,116,130,60
8,9,82,2
7,6,38,6
17,110,263,7
8,7,213,43
9,5,36,10
53,8,91,5
165,232,176,3
17,7,19,5
165,96,225,71
20,319,141,46
8,51,128,4
7,28,224,7
14,11,150,2
8,60,119,7
53,14,251,13
8,0,166,10
8,100,239,3
7,5,106,13
9,6,67,4
8,37,91,4
8,143,113,2
9,168,201,2
18,4,166,22
8,93,198,2
52,374,51,48
17,29,86,3
9,179,178,5
9,129,159,3
165,97,121,3
15,166,134,22
14,7,193,18
22,4,60,5
14,3,144,4
9,72,109,5
149,7,175,2
14,8,146,5
9,4,170,4
15,10,122,5
10,5,109,11
12,10,103,6
9,196,76,3
10,167,140,2
10,77,200,50
99,121,120,4
12,6,51,10
11,7,43,6
99,12,200,4
8,91,117,1
18,3,105,3
10,250,73,6
15,10,141,7
12,11,107,5
12,131,181,14
8,10,42,6
38,471,188,3
37,630,207,43
23,4,38,6
8,78,125,11
12,149,167,3
10,5,164,3
10,0,104,3
161,4,89,10
10,107,144,3
8,38,178,3
13,4,78,3
15,127,129,4
34,228,188,34
8,3,46,13
9,2,151,43
9,6,76,3
8,136,38,11
7,96,110,57
11,79,189,7
11,216,198,7
16,4,109,3
24,7,231,2
23,29,186,5
12,283,157,5
33,13,184,3
24,76,176,2
8,123,169,4
11,10,91,4
24,7,193,5
24,65,253,12
10,11,101,11
8,89,160,2
8,5,94,2
33,5,109,11
8,7,122,17
12,5,52,7
9,196,167,3
12,149,106,49
9,109,188,44
100,234,203,61
13,9,59,7
12,3,124,16
9,7,266,2
8,55,177,12
14,2,35,12
7,5,71,5
15,10,55,3
52,490,40,37
12,4,141,6
9,126,100,4
52,302,84,3
9,6,85,5
7,2,34,5
14,5,52,9
9,11,105,14
7,150,91,2
10,49,130,3
9,7,119,3
9,20,139,10
165,96,96,7
8,3,61,38
53,8,99,4
11,8,201,3
9,4,147,8
12,5,36,7
99,161,180,2
12,128,183,10
9,8,113,3
8,17,206,2
7,8,95,56
12,166,193,7
37,666,231,3
9,180,68,7
13,12,64,18
8,45,210,3
15,22,196,4
15,169,169,9
11,5,159,2
9,125,166,13
57,113,164,7
8,2,167,2
11,13,44,13
12,236,140,11
9,179,97,2
11,4,78,15
165,209,114,8
8,13,230,12
11,99,133,8
7,5,55,8
9,0,57,3
37,811,187,11
8,18,39,7
8,7,191,3
9,135,217,5
15,24,131,6
8,55,171,3
11,15,82,2
7,88,178,2
9,63,189,6
9,76,99,3
13,1,41,4
17,1,266,5
7,3,50,6
12,53,169,7
10,6,142,4
52,384,91,5
8,13,264,3
14,8,76,3
52,384,122,2
12,263,148,2
12,134,204,4
11,169,116,4
9,327,220,6
52,302,77,5
8,7,98,6
21,99,63,2
9,7,133,4
7,0,45,6
53,9,72,6
11,234,183,3
9,0,47,10
20,321,205,5
11,8,79,13
15,152,109,2
9,6,158,5
149,7,188,11
15,1,59,6
9,0,65,3
21,20,89,2
14,12,100,12
8,250,116,7
36,280,183,16
9,2,108,2
9,12,38,9
8,51,32,12
15,4,160,2
11,159,150,2
8,89,155,2
9,0,24,9
8,206,171,11
15,2,120,4
9,138,108,2
11,92,109,3
7,196,117,3
12,149,163,9
53,8,97,8
12,1,36,4
11,14,145,2
36,493,92,4
8,5,53,4
8,5,33,8
8,12,192,4
149,6,153,7
9,9,166,5
9,1,40,3
37,621,87,6
8,4,56,2
8,9,97,3
8,175,129,39
8,6,149,12
10,1,54,13
18,1,78,5
8,89,93,4
8,4,53,7
52,197,94,2
12,149,60,2
9,7,152,6
8,10,100,1
8,10,75,9
33,76,161,8
9,98,180,9
9,10,125,11
7,192,181,2
10,5,154,2
9,7,169,7
20,143,202,7
7,16,151,6
11,14,68,2
161,5,111,3
13,6,118,5
52,317,178,2
8,161,108,9
34,456,162,38
14,133,188,4
13,53,136,4
8,70,221,8
10,11,43,10
7,98,160,20
38,444,201,10
7,166,182,4
15,9,56,10
14,39,188,3
9,102,136,8
7,7,48,7
9,8,167,34
165,96,145,3
12,9,218,18
12,86,97,29
8,96,211,16
8,83,174,3
11,0,55,10
9,12,63,13
8,42,174,13
17,7,132,5
12,12,122,2
12,122,166,2
8,8,166,4
12,216,169,2
99,12,117,2
7,95,136,5
8,4,48,11
7,147,144,12
10,129,89,6
8,3,65,6
8,143,154,8
20,223,204,3
21,4,125,5
7,4,123,2
11,155,235,11
7,0,121,39
24,4,141,2
10,6,109,3
9,6,88,2
12,6,170,14
11,11,238,5
11,12,57,19
8,99,156,9
8,43,170,5
14,8,130,5
22,6,63,2
7,11,143,8
10,103,114,46
10,5,132,4
21,30,194,2
9,2,43,64
21,97,60,3
57,115,262,7
14,101,198,4
7,56,161,4
12,124,197,3
14,12,46,6
37,706,199,2
10,4,50,5
10,9,180,12
12,3,43,12
8,137,91,3
7,2,41,5
8,184,82,9
12,282,132,16
8,2,87,8
7,11,170,68
11,4,74,3
8,153,202,6
23,5,150,13
8,182,120,45
16,5,153,6
11,9,65,7
12,10,86,4
8,18,147,3
8,3,37,19
18,3,99,5
18,134,162,3
8,48,199,6
8,4,92,3
8,12,268,7
9,12,88,12
12,6,34,4
8,3,51,9
21,18,186,3
53,0,71,2
17,2,34,3
8,154,181,4
8,63,134,2
57,2,192,12
9,12,106,7
14,89,91,41
9,309,96,9
22,15,240,6
11,1,213,9
8,2,64,4
9,81,186,10
34,249,254,14
10,11,38,29
8,97,162,9
12,111,177,3
14,7,158,6
10,4,56,5
11,131,216,11
9,7,111,5
8,0,88,3
8,5,67,4
9,82,180,8
